,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State
0,289900,USD,Greene Realty Group LLC,New - 7 hours ago,3,2.0,1944,sqft,"5142 Puget Rd NE, Olympia, WA 98516",Olympia, WA 98516
1,150000,USD,Jet Real Estate,New,2,2.0,1200,sqft,"15718 Ordway Dr SE, Yelm, WA 98597",Yelm, WA 98597
2,199500,USD,Windermere Real Estate Yelm,New - 7 hours ago,3,2.0,1012,sqft,"17020 Wisteria Cir SE, Yelm, WA 98597",Yelm, WA 98597
3,419900,USD,John L. Scott - Olympia,New - 7 hours ago,3,1.5,1986,sqft,"14148 Tilley Rd S, Tenino, WA 98589",Tenino, WA 98589
4,146999,USD,Adair Homes,Old,3,2.0,1340,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
5,69900,USD,Northfork Realty,New - 7 hours ago,2,2.0,1152,sqft,"5409 Yakima Ln SE, Lacey, WA 98503",Lacey, WA 98503
6,299900,USD,RE/MAX PARKSIDE AFFILIATES,New - 7 hours ago,4,2.5,2580,sqft,"2736 113th Way SW, Olympia, WA 98512",Olympia, WA 98512
7,272900,USD,Blue Summit Realty LLC,New - 7 hours ago,3,1.0,1086,sqft,"8339 Daycrest Dr SE, Olympia, WA 98513",Olympia, WA 98513
8,595000,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New - 7 hours ago,3,2.0,2542,sqft,"5711 73rd Ave NE, Olympia, WA 98516",Olympia, WA 98516
9,299000,USD,Greene Realty Group LLC,New - 7 hours ago,4,2.0,1663,sqft,"7010 Meridian Rd SE, Olympia, WA 98513",Olympia, WA 98513
10,289900,USD,"RE/MAX Northwest Realtors - Olympia, WA",New - 7 hours ago,3,1.0,1173,sqft,"135 Cherry Ln SE, Tumwater, WA 98501",Tumwater, WA 98501
11,289950,USD,"VAN DORM REALTY, INC",New - 7 hours ago,3,2.0,1060,sqft,"5348 75th Ct SW, Olympia, WA 98512",Olympia, WA 98512
12,319950,USD,FirstPoint Real Estate LLC,New - 7 hours ago,3,2.0,1550,sqft,"1219 Warner St NE, Lacey, WA 98516",Lacey, WA 98516
13,350000,USD,Greene Realty Group LLC,New - 7 hours ago,3,2.0,1520,sqft,"3637 Mapleview Dr NE, Olympia, WA 98506",Olympia, WA 98506
14,609000,USD,Berkshire Hathaway Sound Rltrs,New - 7 hours ago,3,2.0,1996,sqft,"14848 159th Ln SE, Yelm, WA 98597",Yelm, WA 98597
15,148499,USD,Adair Homes,Old,3,2.0,1405,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
16,369900,USD,Berkshire Hathaway Sound Rltrs,New - 6 hours ago,4,3.0,1868,sqft,"3048 70th Way SW, Tumwater, WA 98512",Tumwater, WA 98512
17,44900,USD,Windermere Real Estate Yelm,New - 7 hours ago,2,1.0,896,sqft,"10924 Clark Rd SE Unit 4, Yelm, WA 98597",Yelm, WA 98597
18,339000,USD,Realty One Group Prestige,New - 7 hours ago,3,2.0,1909,sqft,"5833 Donegal Ct SE, Lacey, WA 98503",Lacey, WA 98503
19,419900,USD,"VAN DORM REALTY, INC",New,4,3.0,2391,sqft,"11108 Pilchuck Ct SE, Olympia, WA 98501",Olympia, WA 98501
20,509900,USD,Home Team Northwest,New - 7 hours ago,3,2.5,2460,sqft,"1911 Arab Dr SE, Tumwater, WA 98501",Tumwater, WA 98501
21,415000,USD,Keller Williams South Sound,New - 7 hours ago,5,3.0,3111,sqft,"8601 15th Ave SE, Olympia, WA 98513",Olympia, WA 98513
22,599999,USD,"VAN DORM REALTY, INC",New - 7 hours ago,4,2.5,3149,sqft,"2022 Mare Ct SE, Tumwater, WA 98501",Tumwater, WA 98501
23,540000,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New - 7 hours ago,3,3.0,1920,sqft,"1229 Bing St NW, Olympia, WA 98502",Olympia, WA 98502
24,329000,USD,"VAN DORM REALTY, INC",New,3,2.0,1488,sqft,"9639 Glory Dr SE, Olympia, WA 98513",Olympia, WA 98513
25,349500,USD,RE/MAX REALTY SOUTH,New - 7 hours ago,4,2.5,1928,sqft,"15266 Chad Dr SE, Yelm, WA 98597",Yelm, WA 98597
26,375000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New - 7 hours ago,4,2.5,2126,sqft,"9001 Campus Meadows Loop NE, Lacey, WA 98516",Lacey, WA 98516
27,340000,USD,MVP Realty Group,New - 7 hours ago,4,2.5,1871,sqft,"6913 Fresco Dr SE, Lacey, WA 98513",Lacey, WA 98513
28,349900,USD,Keller Williams South Sound,New - 7 hours ago,3,2.5,1800,sqft,"4405 Gallagher Way NW, Olympia, WA 98502",Olympia, WA 98502
29,318000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New - 7 hours ago,4,2.0,1400,sqft,"1099 Old Highway 99 SE, Tenino, WA 98589",Tenino, WA 98589
30,320000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New - 7 hours ago,2,2.0,1502,sqft,"4700 Stonegate St SE, Lacey, WA 98503",Lacey, WA 98503
31,325000,USD,Real Living Northwest,New,3,2.0,1680,sqft,"15235 McIntosh Valley Ln SE, Yelm, WA 98597",Yelm, WA 98597
32,324500,USD,Sound Advantage Realty,New,3,2.0,1451,sqft,"6724 50th Ct SE, Olympia, WA 98513",Olympia, WA 98513
33,399999,USD,Greene Realty Group LLC,New - 7 hours ago,5,3.0,2648,sqft,"1705 Butler Ct NW, Olympia, WA 98502",Olympia, WA 98502
34,370000,USD,Northwest Home Team Realty,New,4,2.5,2186,sqft,"6719 6th Ave SW, Tumwater, WA 98501",Tumwater, WA 98501
35,334900,USD,Greene Realty Group LLC,New,4,2.0,1697,sqft,"922 Forrestal Pl NE, Lacey, WA 98516",Lacey, WA 98516
36,639000,USD,Keller Williams South Sound,New,3,2.0,1596,sqft,"5425 Boulevard Extension Rd SE, Olympia, WA 98501",Olympia, WA 98501
37,325000,USD,Northwest Home Team Realty,New,3,2.0,1286,sqft,"2502 Leach Ct SE, Olympia, WA 98501",Olympia, WA 98501
38,449900,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New,3,2.0,1958,sqft,"16211 163rd Ln SE, Yelm, WA 98597",Yelm, WA 98597
39,339900,USD,Windermere Real Estate Olympia,New,3,2.5,2173,sqft,"4506 Edgewater Blvd NE, Lacey, WA 98516",Lacey, WA 98516
40,599000,USD,Realty One Group Prestige,New,4,2.0,2352,sqft,"3438 Long Lake Dr SE, Lacey, WA 98503",Lacey, WA 98503
41,499999,USD,Realty World Cosser &amp; Assoc.,New,3,2.5,2542,sqft,"11220 Langworthy Rd SW, Rochester, WA 98579",Rochester, WA 98579
42,419900,USD,John L. Scott - Olympia,New - 7 hours ago,4,2.5,2573,sqft,"538 Meadowwood Dr SW, Olympia, WA 98502",Olympia, WA 98502
43,395000,USD,Coldwell Banker Bain of Tacoma Main,New,4,2.5,2370,sqft,"3029 Eagle Loop NE, Lacey, WA 98516",Lacey, WA 98516
44,399000,USD,Berkshire Hathaway Sound Rltrs,New,2,1.0,2028,sqft,"1102 San Francisco Ave NE, Olympia, WA 98506",Olympia, WA 98506
45,495000,USD,"VAN DORM REALTY, INC",New,4,2.0,2201,sqft,"18221 Joseph Dr SW, Rochester, WA 98579",Rochester, WA 98579
46,519990,USD,Century Communities,Old,2,3.0,1990,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
47,554990,USD,Century Communities,Old,2,3.0,2505,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
48,560990,USD,Century Communities,Old,2,3.0,2566,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
49,499990,USD,Century Communities,Old,2,3.0,2067,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
50,469990,USD,Century Communities,Old,2,2.0,1873,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
51,493015,USD,Century Communities,Old,2,2.0,1671,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
52,419990,USD,Century Communities,Old,2,2.0,1531,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
53,224900,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,1.0,1332,sqft,"108 Martina St SE, Bucoda, WA 98530",Bucoda, WA 98530
54,100000,USD,Century 21 Northwest Realty,New,2,1.0,672,sqft,"17305 Heather Ln SE, Yelm, WA 98597",Yelm, WA 98597
55,199999,USD,eXp Realty Washington,New,3,2.0,1152,sqft,"11508 Entree View Dr SW, Olympia, WA 98512",Olympia, WA 98512
56,259999,USD,KELLER WILLIAMS West Sound,New,3,1.0,1248,sqft,"248 McClellen St SE, Tenino, WA 98589",Tenino, WA 98589
57,152499,USD,Adair Homes,New,4,2.0,1485,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
58,155499,USD,Adair Homes,New,3,2.0,1560,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
59,230000,USD,Virgil Adams Real Estate,New,2,1.0,584,sqft,"1510 8th Ave SW, Olympia, WA 98502",Olympia, WA 98502
60,234000,USD,"VAN DORM REALTY, INC",New,2,1.0,744,sqft,"11337 Scott Creek Dr SW, Olympia, WA 98512",Olympia, WA 98512
61,479990,USD,Keller Williams Rlty Lk Tapps,New,3,2.0,2275,sqft,"11814 66th Ln SE, Tenino, WA 98589",Tenino, WA 98589
62,388900,USD,Dream Weavers Real Estate,New,3,3.0,1924,sqft,"18216 Applegate St SW, Rochester, WA 98579",Rochester, WA 98579
63,309000,USD,Windermere Professional Partners,New,3,2.0,1211,sqft,"1725 Mapleridge Ct NE, Olympia, WA 98506",Olympia, WA 98506
64,299000,USD,RE/MAX Key Land Co.,New,3,2.0,1146,sqft,"8825 Quinault Dr NE, Olympia, WA 98516",Olympia, WA 98516
65,449900,USD,Dream Weavers Real Estate,New,4,2.0,2112,sqft,"16225 Bald Hill Rd SE, Yelm, WA 98597",Yelm, WA 98597
66,607900,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,2.5,2313,sqft,"3623 173rd Ln SW, Tenino, WA 98589",Tenino, WA 98589
67,350000,USD,"City Realty, Inc.",New,5,3.0,2500,sqft,"16619 91st Ave SE, Yelm, WA 98597",Yelm, WA 98597
68,280000,USD,"VAN DORM REALTY, INC",New,2,1.0,1020,sqft,"1413 7th Ave SW, Olympia, WA 98502",Olympia, WA 98502
69,439900,USD,Dream Weavers Real Estate,New,3,2.0,1918,sqft,"9344 Lundeen Rd SW, Rochester, WA 98579",Rochester, WA 98579
70,379900,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,3.0,2222,sqft,"4230 14th Ave NW, Olympia, WA 98502",Olympia, WA 98502
71,325000,USD,Berkshire Hathaway Sound Rltrs,New,3,2.0,1468,sqft,"3141 Carpenter Hills Loop SE, Lacey, WA 98503",Lacey, WA 98503
72,339500,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,3,2.0,1634,sqft,"3740 Lanyard Dr NE, Lacey, WA 98516",Lacey, WA 98516
73,300000,USD,Keller Williams Eastside,New,3,2.0,1220,sqft,"7637 Greenridge SW, Olympia, WA 98512",Olympia, WA 98512
74,175000,USD,John L. Scott - Kent North,New,2,2.0,793,sqft,"220 Israel Rd SW Apt F6, Tumwater, WA 98501",Tumwater, WA 98501
75,350000,USD,Berkshire Hathaway HS NW,New,4,2.5,1996,sqft,"7639 Denali Ave NE, Lacey, WA 98516",Lacey, WA 98516
76,349950,USD,John L. Scott - Yelm,New,2,2.0,924,sqft,"12948 Morris Rd SE, Yelm, WA 98597",Yelm, WA 98597
77,379900,USD,"VAN DORM REALTY, INC",New,4,2.5,2320,sqft,"6332 Tralee Dr NW, Olympia, WA 98502",Olympia, WA 98502
78,419500,USD,Windermere Real Estate Olympia,New,4,2.5,2298,sqft,"1717 15th Ave SW, Olympia, WA 98502",Olympia, WA 98502
79,379900,USD,Northfork Realty,New,3,2.0,1298,sqft,"7810 196th Ln SW, Rochester, WA 98579",Rochester, WA 98579
80,359000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,4,2.5,2175,sqft,"6933 Prism St SE, Lacey, WA 98513",Lacey, WA 98513
81,599900,USD,Greene Realty Group LLC,New,3,2.5,3418,sqft,"3517 Frog Leap Ln NE, Olympia, WA 98506",Olympia, WA 98506
82,325000,USD,Abbey Realty Inc,New,3,1.0,1961,sqft,"1708 Susan Ct SE, Tumwater, WA 98501",Tumwater, WA 98501
83,429950,USD,Windermere Professional Partners,New,4,2.0,2912,sqft,"2124 Division St NW, Olympia, WA 98502",Olympia, WA 98502
84,350000,USD,"VAN DORM REALTY, INC",New,3,2.5,1668,sqft,"2937 Langridge Loop NW, Olympia, WA 98502",Olympia, WA 98502
85,310000,USD,Virgil Adams Real Estate,New,2,2.0,1234,sqft,"4614 Springfield Ln SE, Lacey, WA 98503",Lacey, WA 98503
86,415000,USD,Berkshire Hathaway Sound Rltrs,New,3,2.0,1611,sqft,"15112 Champion Estate Dr SE, Yelm, WA 98597",Yelm, WA 98597
87,315000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,2.5,1361,sqft,"6102 Carmel Ln SE, Lacey, WA 98503",Lacey, WA 98503
88,515000,USD,"VAN DORM REALTY, INC",New,5,3.5,3322,sqft,"1548 Ridgeview Loop SW, Tumwater, WA 98512",Tumwater, WA 98512
89,335000,USD,Riley Jackson Real Estate Inc.,New,3,2.0,1678,sqft,"8241 Sweetbrier SE, Olympia, WA 98513",Olympia, WA 98513
90,443500,USD,Wilcox Real Estate,New,4,2.5,2916,sqft,"1225 Kiely Dr SE, Olympia, WA 98501",Olympia, WA 98501
91,320000,USD,Keller Williams Tacoma,New,3,2.0,1504,sqft,"20244 White Rock Loop SW, Rochester, WA 98531",Rochester, WA 98531
92,349900,USD,Better Properties Hometown,New,3,2.0,1484,sqft,"9325 3rd Way SE, Olympia, WA 98513",Olympia, WA 98513
93,520000,USD,Weichert Realtors Premier Prop,New,3,2.0,1848,sqft,"12424 Waddell Creek Rd SW, Olympia, WA 98512",Olympia, WA 98512
94,350000,USD,"VAN DORM REALTY, INC",New,3,2.5,1890,sqft,"6627 Riviera Ct SE, Lacey, WA 98513",Lacey, WA 98513
95,355000,USD,Better Properties North Proctor,New,3,2.5,1814,sqft,"1502 77th Trl SE, Tumwater, WA 98501",Tumwater, WA 98501
96,325000,USD,Keller Williams South Sound,New,3,2.0,1519,sqft,"6548 Steamer Dr SE, Lacey, WA 98513",Lacey, WA 98513
97,379950,USD,Abbey Realty Inc,New,4,2.5,1779,sqft,"2924 Applehill Ct NE, Olympia, WA 98506",Olympia, WA 98506
98,725000,USD,Keller Williams Realty Puget Sound,New,2,2.0,2586,sqft,"1917 Summit Lake Shore Rd NW, Olympia, WA 98502",Olympia, WA 98502
99,355000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,4,2.0,1876,sqft,"5403 Melody Dr SE, Lacey, WA 98503",Lacey, WA 98503
100,699000,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New,3,2.0,2060,sqft,"3730 85th Ave NW, Olympia, WA 98502",Olympia, WA 98502
101,779000,USD,"VAN DORM REALTY, INC",New,2,2.0,3248,sqft,"7106 Puget Beach Rd NE, Olympia, WA 98516",Olympia, WA 98516
102,470000,USD,Realogics Sotheby's Int'l Realty,New,3,2.5,2300,sqft,"3132 Sugarloaf St SE, Olympia, WA 98501",Olympia, WA 98501
103,715000,USD,Riley Jackson Real Estate Inc.,New,3,2.5,2356,sqft,"3308 Long Lake Dr SE, Olympia, WA 98503",Olympia, WA 98503
104,519995,USD,DR Horton,New,4,2.5,2704,sqft,"6824 Oleander Ave NE, Lacey, WA 98516",Lacey, WA 98516
105,489995,USD,DR Horton,New,4,3.0,2572,sqft,"6829 Sweetgum Ave NE, Lacey, WA 98516",Lacey, WA 98516
106,99000,USD,Keller Williams South Sound,New,1,1.0,720,sqft,"303 N Market St, Bucoda, WA 98530",Bucoda, WA 98530
107,186999,USD,Adair Homes,New,5,2.5,2080,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
108,190499,USD,Adair Homes,New,3,2.0,1952,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
109,169499,USD,Adair Homes,New,4,2.0,1920,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
110,154999,USD,Adair Homes,New,3,2.0,1702,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
111,380000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,4,2.5,3094,sqft,"16338 Vancil Ct SE, Yelm, WA 98597",Yelm, WA 98597
112,175499,USD,Adair Homes,New,4,2.0,1950,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
113,177999,USD,Adair Homes,New,3,2.5,1843,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
114,155999,USD,Adair Homes,New,3,2.0,1634,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
115,166999,USD,Adair Homes,New,3,2.0,1736,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
116,182999,USD,Adair Homes,New,3,2.0,1842,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
117,294900,USD,"VAN DORM REALTY, INC",New,3,2.0,1252,sqft,"602 171st Ave SE, Tenino, WA 98589",Tenino, WA 98589
118,285000,USD,John L. Scott - Yelm,Old,4,2.5,1699,sqft,"22415 Bluewater Dr SE, Yelm, WA 98597",Yelm, WA 98597
119,176499,USD,Adair Homes,New,3,2.0,1833,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
120,499000,USD,"City Realty, Inc.",New,3,2.0,1975,sqft,"1721 36th Ave NE, Olympia, WA 98506",Olympia, WA 98506
121,339950,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New,4,2.5,2494,sqft,"20107 Dakota Ct, Centralia, WA 98531",Centralia, WA 98531
122,699900,USD,Better Properties Lacey,New,4,2.5,3300,sqft,"8819 82nd Ln SE, Olympia, WA 98513",Olympia, WA 98513
123,300000,USD,Blue Summit Realty LLC,New,3,2.0,1317,sqft,"2032 Bing Ct NW, Olympia, WA 98502",Olympia, WA 98502
124,639950,USD,Coldwell Banker Bain of Kent Station,New,4,3.0,2791,sqft,"10533 Nyla Ln SE, Olympia, WA 98501",Olympia, WA 98501
125,334950,USD,"VAN DORM REALTY, INC",New,2,1.0,795,sqft,"2511 Birdie St NE, Olympia, WA 98506",Olympia, WA 98506
126,440000,USD,Better Properties Valley Associates,New,3,2.0,2228,sqft,"6101 Miner Dr SW, Tumwater, WA 98512",Tumwater, WA 98512
127,384900,USD,Phil Sharp Homes LLC,New,4,2.5,2216,sqft,"3324 Kona St NE, Lacey, WA 98516",Lacey, WA 98516
128,450000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,2.0,1836,sqft,"7829 Holiday Valley Dr NW, Olympia, WA 98502",Olympia, WA 98502
129,299000,USD,Abbey Realty Inc,New,2,1.5,1314,sqft,"14531 Mud Run Rd SE, Yelm, WA 98597",Yelm, WA 98597
130,415000,USD,"VAN DORM REALTY, INC",Old,4,2.5,2434,sqft,"3717 Antsen Rd SW, Tumwater, WA 98512",Tumwater, WA 98512
131,345000,USD,Wise Realty Inc.,New,3,2.0,1452,sqft,"10309 School Land Rd SW, Rochester, WA 98579",Rochester, WA 98579
132,669500,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New,4,2.5,2454,sqft,"5523 93rd Ave SE, Olympia, WA 98513",Olympia, WA 98513
133,349900,USD,"VAN DORM REALTY, INC",New,3,2.5,1648,sqft,"3326 Dartmouth Dr SE, Olympia, WA 98503",Olympia, WA 98503
134,515000,USD,Virgil Adams Real Estate,New,3,2.0,1622,sqft,"8110 Jamieson Ct SW, Olympia, WA 98512",Olympia, WA 98512
135,499900,USD,"VAN DORM REALTY, INC",New,4,3.0,3300,sqft,"3001 Carpenter Rd SE, Lacey, WA 98503",Lacey, WA 98503
136,764500,USD,"City Realty, Inc.",New,4,2.5,3688,sqft,"9040 82nd Ln SE, Olympia, WA 98513",Olympia, WA 98513
137,330000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,3,2.0,1220,sqft,"1910 Quince St NE, Olympia, WA 98506",Olympia, WA 98506
138,274990,USD,"City Realty, Inc.",Old,2,2.0,1232,sqft,"2514 Blooms Ct SW, Olympia, WA 98512",Olympia, WA 98512
139,290000,USD,Windermere Professional Partners,Old,3,2.0,1152,sqft,"508 Van Trump St NW, Yelm, WA 98597",Yelm, WA 98597
140,274000,USD,John L. Scott - Lacey,Old,3,2.0,1245,sqft,"18318 Rockwood Ct SE, Yelm, WA 98597",Yelm, WA 98597
141,895000,USD,Keller Williams South Sound,New,4,3.5,3606,sqft,"5824 133rd Ave SW, Rochester, WA 98579",Rochester, WA 98579
142,289900,USD,RE/MAX REALTY SOUTH,Old,3,2.5,1502,sqft,"9449 Prairie Wind St SE, Yelm, WA 98597",Yelm, WA 98597
143,364900,USD,John L. Scott - Olympia,Old,3,2.0,1726,sqft,"6411 Sarazen St SE, Olympia, WA 98513",Olympia, WA 98513
144,479000,USD,Greene Realty Group LLC,Old,4,3.0,2475,sqft,"3212 Vista Verde Ln SW, Tumwater, WA 98512",Tumwater, WA 98512
145,1650000,USD,Morrison House Sotheby's Intl,New,4,4.0,5765,sqft,"2645 59th Ave NW, Olympia, WA 98502",Olympia, WA 98502
146,459500,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",New,5,2.5,2684,sqft,"7130 Country Village Dr SE, Tumwater, WA 98512",Tumwater, WA 98512
147,499900,USD,RE/MAX PARKSIDE AFFILIATES,New,3,2.5,2350,sqft,"3915 Brigadoon Dr SE, Olympia, WA 98501",Olympia, WA 98501
148,1070000,USD,Keller Williams South Sound,New,3,3.5,3706,sqft,"1511 Lakemoor Loop Ct SW, Olympia, WA 98512",Olympia, WA 98512
149,319990,USD,Century Communities,New,3,2.0,2155,sqft,"The Preserve at Tumwater Place 9003 Viola Street SE, Homesite 189, Tumwater, WA 98501",Tumwater, WA 98501
150,332990,USD,Century Communities,New,4,3.0,2394,sqft,"The Preserve at Tumwater Place 9003 Viola Street SE, Homesite 189, Tumwater, WA 98501",Tumwater, WA 98501
151,311990,USD,Century Communities,New,3,2.0,1959,sqft,"The Preserve at Tumwater Place 9003 Viola Street SE, Homesite 189, Tumwater, WA 98501",Tumwater, WA 98501
152,294990,USD,Century Communities,New,2,2.0,1725,sqft,"The Preserve at Tumwater Place 9003 Viola Street SE, Homesite 189, Tumwater, WA 98501",Tumwater, WA 98501
153,443792,USD,Century Communities,New,3,3.0,2519,sqft,"The Preserve at Tumwater Place 9003 Viola Street SE, Homesite 189, Tumwater, WA 98501",Tumwater, WA 98501
154,64900,USD,Northfork Realty,Old,2,2.0,1248,sqft,"5234 MT Green Ln SE, Lacey, WA 98503",Lacey, WA 98503
155,218499,USD,Adair Homes,Old,3,2.5,2382,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
156,230500,USD,"CENTURY 21 North Homes Realty, Inc.",Old,2,1.5,1344,sqft,"6825 Condor Loop NE, Olympia, WA 98516",Olympia, WA 98516
157,204999,USD,Adair Homes,Old,4,2.5,2256,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
158,360000,USD,RE/MAX COUNTRY,Old,4,2.5,2168,sqft,"302 Easy St SE, Rainier, WA 98576",Rainier, WA 98576
159,204999,USD,Adair Homes,Old,4,2.5,2359,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
160,295000,USD,Keller Williams Rlty Lk Tapps,Old,3,2.0,1320,sqft,"111 Crimson Ct SE, Rainier, WA 98576",Rainier, WA 98576
161,350000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,3,2.5,1995,sqft,"113 Crimson Ct SE, Rainier, WA 98576",Rainier, WA 98576
162,192999,USD,Adair Homes,Old,3,2.5,2130,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
163,192999,USD,Adair Homes,Old,3,2.5,2222,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
164,350000,USD,"VAN DORM REALTY, INC",Old,3,1.5,1486,sqft,"318 Turner St NE, Olympia, WA 98506",Olympia, WA 98506
165,198999,USD,Adair Homes,Old,4,2.5,2160,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
166,349900,USD,Dream Weavers Real Estate,Old,3,2.0,1326,sqft,"8431 176th Ave SW, Rochester, WA 98579",Rochester, WA 98579
167,399000,USD,Burger Professionals LLC,Old,3,2.0,2302,sqft,"1248 Bridle Dr SE, Olympia, WA 98501",Olympia, WA 98501
168,192500,USD,Real Living Northwest,Old,2,2.0,1106,sqft,"6034 Illinois Ln SE Unit C, Lacey, WA 98513",Lacey, WA 98513
169,369000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,4,2.0,2688,sqft,"6914 SE 5th Ct, Olympia, WA 98503",Olympia, WA 98503
170,549000,USD,Greene Realty Group LLC,Old,3,1.0,2334,sqft,"6135 Woodard Bay Rd NE, Olympia, WA 98506",Olympia, WA 98506
171,218999,USD,Adair Homes,Old,3,2.5,2198,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
172,349900,USD,eXp Realty Washington,Old,3,2.5,2062,sqft,"6619 Steamer Dr SE, Lacey, WA 98513",Lacey, WA 98513
173,200000,USD,MVP Realty Group,Old,2,2.0,996,sqft,"1407 SW Evergreen Park Dr Unit 204, Olympia, WA 98502",Olympia, WA 98502
174,375000,USD,"RE/MAX Northwest Realtors - Gig Harbor, WA",Old,4,2.0,1755,sqft,"17016 94th Ln SE, Yelm, WA 98597",Yelm, WA 98597
175,379900,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",Old,5,3.0,2560,sqft,"3648 London Loop NE, Lacey, WA 98516",Lacey, WA 98516
176,449900,USD,Abbey Realty Inc,Old,4,2.0,2248,sqft,"4106 Green Cove St NW, Olympia, WA 98502",Olympia, WA 98502
177,270000,USD,"VAN DORM REALTY, INC",Old,3,1.0,897,sqft,"5806 39th Ave SE, Lacey, WA 98503",Lacey, WA 98503
178,390000,USD,eXp Realty Washington,Old,4,2.0,1994,sqft,"3214 Cain Rd SE, Olympia, WA 98501",Olympia, WA 98501
179,339500,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",Old,2,2.0,1613,sqft,"601 Seahawk St SE, Olympia, WA 98503",Olympia, WA 98503
180,239999,USD,Adair Homes,Old,4,2.5,2449,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
181,327500,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",Old,3,2.5,1960,sqft,"4948 Balustrade Blvd SE, Lacey, WA 98513",Lacey, WA 98513
182,315000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,4,2.5,1727,sqft,"1537 77th Trl SE, Tumwater, WA 98501",Tumwater, WA 98501
