,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State
1291,2186568,USD,Keller Williams Realty,New - 23 hours ago,5,4.5,4380,sqft,"2035 Fremont Ave, South Pasadena, CA 91030",South Pasadena, CA 91030
1292,879500,USD,Keller Williams Palos Verdes,New,4,3.0,2460,sqft,"25102 Doria Ave, Lomita, CA 90717",Lomita, CA 90717
1293,949999,USD,Era Donahoe Realty,New,4,2.0,1671,sqft,"18403 Delia Ave, Torrance, CA 90504",Torrance, CA 90504
1294,1050000,USD,"Lyon Stahl Investment Re, Inc.",New,5,4.0,2672,sqft,"1040 Obispo Ave, Long Beach, CA 90804",Long Beach, CA 90804
1295,1165000,USD,Berkshire Hathaway Homeservice,New,3,2.0,1926,sqft,"719 Stephen Rd, Burbank, CA 91504",Burbank, CA 91504
1296,645000,USD,Brown House Realty,New,3,1.0,1217,sqft,"4325 Pixie Ave, Lakewood, CA 90712",Lakewood, CA 90712
1297,599000,USD,So Cal Realty &amp; Loans,New,2,1.0,668,sqft,"2248 Kaydel Rd, Whittier, CA 90601",Whittier, CA 90601
1298,799000,USD,Keller Williams Realty,New,3,2.0,1320,sqft,"228 Hampden Ter, Alhambra, CA 91801",Alhambra, CA 91801
1299,1399000,USD,Keller Wiliams Realty,New,2,3.0,1465,sqft,"337 Avenida Atezada, Redondo Beach, CA 90277",Redondo Beach, CA 90277
1300,970000,USD,Henry Mouchet Broker,New,6,5.0,2650,sqft,"6311 Palm Ave, Bell, CA 90201",Bell, CA 90201
1301,2899000,USD,Re/Max Estate Properties,New - 23 hours ago,3,4.0,1910,sqft,"1030 2nd St, Manhattan Beach, CA 90266",Manhattan Beach, CA 90266
1302,1188000,USD,COMPASS,New,3,2.5,1890,sqft,"424 N Cordova St, Alhambra, CA 91801",Alhambra, CA 91801
1303,949000,USD,Douglas Elliman - Manhattan Beach,New,3,1.5,1302,sqft,"5312 W 137th Pl, Hawthorne, CA 90250",Hawthorne, CA 90250
1304,760000,USD,CENTURY 21 Allstars,New,3,3.0,1662,sqft,"4025 N Barrett Rd, Los Angeles, CA 90032",Los Angeles, CA 90032
1305,245000,USD,Select Service Realty,New,2,2.0,1102,sqft,"2508 Garnet Ln, Lancaster, CA 93535",Lancaster, CA 93535
1306,333000,USD,Re/Max All-Pro,New,3,2.5,1737,sqft,"119 E Avenue R4, Palmdale, CA 93550",Palmdale, CA 93550
1307,385000,USD,Berkshire Hathaway HomeServices Troth REALTORS®,New,4,3.0,2458,sqft,"44148 Shad St, Lancaster, CA 93536",Lancaster, CA 93536
1308,299990,USD,Exp Realty Of California Inc,New,4,3.0,1769,sqft,"2535 W Avenue K12, Lancaster, CA 93536",Lancaster, CA 93536
1309,370000,USD,Keller Williams Realty,New,4,2.0,1923,sqft,"38130 Mentor Ct, Palmdale, CA 93550",Palmdale, CA 93550
1310,389000,USD,Century 21 Yarrow &amp; Associates,New,4,3.0,2098,sqft,"438 Alamosa Ave, Palmdale, CA 93551",Palmdale, CA 93551
1311,390000,USD,Exp Realty Of California Inc,New,4,2.5,2569,sqft,"45657 Caledonia Ct, Lancaster, CA 93534",Lancaster, CA 93534
1312,286000,USD,Realty Executives Homes,New,2,1.0,1156,sqft,"43510 18th St W, Lancaster, CA 93534",Lancaster, CA 93534
1313,425000,USD,Progressive Realtors,New,4,2.5,2452,sqft,"38321 Bonino Dr, Palmdale, CA 93551",Palmdale, CA 93551
1314,390000,USD,CENTURY 21 POWERHOUSE REALTY,New,2,1.0,1034,sqft,"8814 Zamora Ave, Los Angeles, CA 90002",Los Angeles, CA 90002
1315,420000,USD,Re/Max Titanium,New,3,3.0,1238,sqft,"12531 Pinehurst St, El Monte, CA 91732",El Monte, CA 91732
1316,389000,USD,First Family Homes,New,3,1.0,1100,sqft,"634 E 52nd Pl, Los Angeles, CA 90011",Los Angeles, CA 90011
1317,449900,USD,Cc Royal Realty,New,3,2.0,1136,sqft,"2375 Presado Dr Unit D, Diamond Bar, CA 91765",Diamond Bar, CA 91765
1318,349000,USD,Century 21 Peak,New,2,2.0,1033,sqft,"7211 Cozycroft Ave Unit 32, Winnetka, CA 91306",Winnetka, CA 91306
1319,500000,USD,Realty ONE Group West,New,4,2.0,1544,sqft,"13613 Klondike Ave, Downey, CA 90242",Downey, CA 90242
1320,839000,USD,Advantage Property &amp; Finance,New,3,3.0,1835,sqft,"3201 Orange Ave, Signal Hill, CA 90755",Signal Hill, CA 90755
1321,585000,USD,Re/Max Premier Properties,New,3,2.5,1505,sqft,"1321 Elm Ave Apt G, San Gabriel, CA 91775",San Gabriel, CA 91775
1322,319000,USD,JohnHart Corp.,New,2,2.0,935,sqft,"8414 Columbus Ave Unit 11, North Hills, CA 91343",North Hills, CA 91343
1323,550000,USD,Keller Williams VIP Properties,New,3,2.5,1744,sqft,"21512 Stover Flat Ct, Saugus, CA 91390",Saugus, CA 91390
1324,2680000,USD,Re/Max Top Producers,New,5,5.5,6701,sqft,"449 Morgan Ranch Rd, Glendora, CA 91741",Glendora, CA 91741
1325,715000,USD,Realty ONE Group West,New,4,2.0,1867,sqft,"12317 Floral Dr, Whittier, CA 90601",Whittier, CA 90601
1326,125000,USD,"Pinnacle Estate Properties, In",New,1,1.0,706,sqft,"44430 15th St E Apt 16, Lancaster, CA 93535",Lancaster, CA 93535
1327,724900,USD,Keller Williams VIP Properties,New,4,2.5,2247,sqft,"28030 Gibraltar Ln, Castaic, CA 91384",Castaic, CA 91384
1328,578000,USD,Firststar Experts Realty &amp; Mtg,New,2,1.0,901,sqft,"1713 262nd St, Harbor City, CA 90710",Harbor City, CA 90710
1329,365000,USD,California Platinum Realty,New,1,1.0,740,sqft,"24545 Town Center Dr Apt 5402, Valencia, CA 91355",Valencia, CA 91355
1330,599000,USD,Keller Williams Realty Encino-Sherman Oaks,New,2,2.5,1398,sqft,"4325 W 182nd St Apt 8, Torrance, CA 90504",Torrance, CA 90504
1331,437500,USD,Keller Williams VIP Properties,New,3,2.5,1605,sqft,"28979 Oak Spring Canyon Rd Unit 16, Canyon Country, CA 91387",Canyon Country, CA 91387
1332,710000,USD,Call Realty,New,3,2.0,1748,sqft,"3447 Cerritos Ave, Long Beach, CA 90807",Long Beach, CA 90807
1333,535000,USD,Gregory Real Estate Group,New,3,2.5,2283,sqft,"19906 Christopher Ln, Saugus, CA 91350",Saugus, CA 91350
1334,620000,USD,Park Regency Realty,New,4,2.0,1736,sqft,"13547 Phillippi Ave, Sylmar, CA 91342",Sylmar, CA 91342
1335,580900,USD,JohnHart Corp.,New,3,2.0,1656,sqft,"5809 Blackbird Ln, La Verne, CA 91750",La Verne, CA 91750
1336,485000,USD,"Pinnacle Estate Properties, In",New,3,2.5,1710,sqft,"19315 Opal Ln, Saugus, CA 91350",Saugus, CA 91350
1337,2100000,USD,Justin White,New,1,1.0,4918,sqft,"326 W Palm St, Compton, CA 90220",Compton, CA 90220
1338,659000,USD,Dilbeck Real Estate,New,4,2.0,1771,sqft,"10109 Eton Ave, Chatsworth, CA 91311",Chatsworth, CA 91311
1339,998888,USD,Century 21 Culture,New,3,2.5,2964,sqft,"822 San Nicholas Dr, Walnut, CA 91789",Walnut, CA 91789
1340,1750000,USD,Justin White,New,3,2.0,3317,sqft,"4331 Walnut Ave, Lynwood, CA 90262",Lynwood, CA 90262
1341,529000,USD,Century 21 Everest,New,3,2.0,1400,sqft,"18847 Cabral St, Canyon Country, CA 91351",Canyon Country, CA 91351
1342,1799000,USD,Coldwell Banker Star Realty,New,4,3.0,2636,sqft,"29335 Stadia Hill Ln, Rancho Palos Verdes, CA 90275",Rancho Palos Verdes, CA 90275
1343,595000,USD,RE/MAX OF VALENCIA,New,3,2.0,1753,sqft,"28864 Woodside Dr, Saugus, CA 91390",Saugus, CA 91390
1344,514999,USD,Re/Max Gateway,New,3,2.0,1018,sqft,"25614 Alicante Dr, Valencia, CA 91355",Valencia, CA 91355
1345,660000,USD,RE/MAX of Santa Clarita,New,3,3.0,1718,sqft,"23404 Via Tehago, Valencia, CA 91355",Valencia, CA 91355
1346,529900,USD,CENTURY 21 Plaza,New,4,2.0,1582,sqft,"16784 Samgerry Dr, La Puente, CA 91744",La Puente, CA 91744
1347,789999,USD,"JSL Realty, Inc.",New,5,3.0,2962,sqft,"28815 Phantom Trl, Saugus, CA 91390",Saugus, CA 91390
1348,664990,USD,D.R. Horton,Old,4,3.5,1964,sqft,"Mission Heights 11250 N. Mission Heights Drive, Mission Hills, CA 91345",Mission Hills, CA 91345
1349,549950,USD,Park Regency Realty,New,4,2.0,1250,sqft,"17945 Hemmingway St, Reseda, CA 91335",Reseda, CA 91335
1350,1669000,USD,Justin White,New,5,5.0,2836,sqft,"9003 Dudlext Ave, South Gate, CA 90280",South Gate, CA 90280
1351,917990,USD,Pulte Homes,Old,4,4.0,2465,sqft,"Dorado 3655 N. Norwalk Blvd., Long Beach, CA 90808",Long Beach, CA 90808
1352,899800,USD,CENTURY 21 Sunny Hills,New,3,2.0,1580,sqft,"901 S Gramercy Dr Unit 306, Los Angeles, CA 90019",Los Angeles, CA 90019
1353,770995,USD,Toll Brothers,Old,5,3.5,2766,sqft,"Mirabelle at Plum Canyon 19120 Lauren Lane, Santa Clarita, CA 91350",Santa Clarita, CA 91350
1354,691000,USD,TRI Pointe Homes,Old,3,2.5,2001,sqft,"Celestia at Skyline 28701 Lambent Way, Santa Clarita, CA 91350",Santa Clarita, CA 91350
1355,1349995,USD,Toll Brothers,Old,4,4.5,4132,sqft,"Canyon Oaks 11010 Sweetwater Court, Chatsworth, CA 91311",Chatsworth, CA 91311
1356,459900,USD,Williams Homes Inc.,New,2,2.5,1285,sqft,"12820 N Watt Ln Unit E, Sylmar, CA 91342",Sylmar, CA 91342
1357,715000,USD,Keller Williams Realty,New - 2 hours ago,3,2.5,1661,sqft,"8258 E Birch Tree Ln, Anaheim Hills, CA 92808",Anaheim Hills, CA 92808
1358,1249000,USD,"Homesmart, Evergreen Realty",New - 1 hour ago,1,1.0,460,sqft,"2746 S Coast Hwy, Laguna Beach, CA 92651",Laguna Beach, CA 92651
1359,689898,USD,Active Realty,New - 1 hour ago,4,2.0,1619,sqft,"4557 Via Del Prado, Yorba Linda, CA 92886",Yorba Linda, CA 92886
1360,1099000,USD,New Star Realty &amp; Investment,New - 1 hour ago,4,3.0,2743,sqft,"2047 McGarvey St, Fullerton, CA 92833",Fullerton, CA 92833
1361,559888,USD,Re/Max Select One,New - 2 hours ago,3,2.5,1435,sqft,"11317 Hart Way, Cypress, CA 90630",Cypress, CA 90630
1362,265000,USD,Surterre Properties | Monarch Beach,New - 1 hour ago,2,1.0,940,sqft,"308 Avenida Castilla Unit C, Laguna Woods, CA 92637",Laguna Woods, CA 92637
1363,1199000,USD,"HomeSmart, Evergreen Realty",New - 2 hours ago,4,3.0,3065,sqft,"21461 Birdhollow Dr, Rancho Santa Margarita, CA 92679",Rancho Santa Margarita, CA 92679
1364,845000,USD,T.N.G. Real Estate Consultants,New - 1 hour ago,4,2.0,1657,sqft,"5276 Halifax Dr, Cypress, CA 90630",Cypress, CA 90630
1365,1350000,USD,Reliance Real Estate Services,New - 3 hours ago,5,4.0,3523,sqft,"1741 Ladera Vista Dr, Fullerton, CA 92831",Fullerton, CA 92831
1366,639900,USD,"HomeSmart, Evergreen Realty",New - 5 hours ago,3,2.0,1210,sqft,"19104 Sycamore Glen Dr, Lake Forest, CA 92679",Lake Forest, CA 92679
1367,1259900,USD,First Team Real Estate - Long Beach,New - 3 hours ago,4,3.5,3199,sqft,"17602 Norwood Park Pl, Tustin, CA 92780",Tustin, CA 92780
1368,949888,USD,Esen Real Estate Services,New - 2 hours ago,6,3.5,2882,sqft,"24165 Via San Clemente, Mission Viejo, CA 92692",Mission Viejo, CA 92692
1369,600000,USD,Berkshire Hathaway HomeServices,New - 3 hours ago,2,2.5,1253,sqft,"40 Meridian Dr, Aliso Viejo, CA 92656",Aliso Viejo, CA 92656
1370,524900,USD,First Team Real Estate,New - 4 hours ago,3,2.5,1562,sqft,"822 W Lambert Rd Unit A, La Habra, CA 90631",La Habra, CA 90631
1371,734900,USD,Redfin,New - 5 hours ago,3,2.5,1818,sqft,"24 Via Boyero, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita, CA 92688
1372,3999900,USD,KELLER WILLIAMS REALTY,New - 6 hours ago,6,8.5,12873,sqft,"560 S Peralta Hills Dr, Anaheim Hills, CA 92807",Anaheim Hills, CA 92807
1373,459000,USD,Realty ONE Group West,New - 1 hour ago,2,2.0,1053,sqft,"30902 Clubhouse Dr Unit 27D, Laguna Niguel, CA 92677",Laguna Niguel, CA 92677
1374,534900,USD,Mcveigh Properties,New - 14 hours ago,3,1.5,1254,sqft,"19828 Margate Ln, Huntington Beach, CA 92646",Huntington Beach, CA 92646
1375,650000,USD,"CB Richard Ellis, Inc.",New - 13 hours ago,4,2.0,1334,sqft,"6632 Indiana St, Buena Park, CA 90621",Buena Park, CA 90621
1376,475000,USD,"Homesmart, Evergreen Realty",New - 15 hours ago,2,2.0,1008,sqft,"26406 Kilkarney, Lake Forest, CA 92630",Lake Forest, CA 92630
1377,775000,USD,Professional Realty Services,New - 3 hours ago,2,1.0,1000,sqft,"21692 Ocean Vista Dr Apt F, Laguna Beach, CA 92651",Laguna Beach, CA 92651
1378,970000,USD,Keller Williams Realty,New - 54 mins ago,4,2.5,2527,sqft,"5945 E Bunker Hill Ave, Orange, CA 92869",Orange, CA 92869
1379,649900,USD,First Team Real Estate,New - 16 hours ago,3,1.5,1107,sqft,"930 N California St, Orange, CA 92867",Orange, CA 92867
1380,1099000,USD,Coldwell Banker Realty - Huntington Beach,New - 40 mins ago,3,2.5,2400,sqft,"1001 England St, Huntington Beach, CA 92648",Huntington Beach, CA 92648
1381,699900,USD,RE/MAX Cornerstone - Brea,New - 17 hours ago,3,2.0,1319,sqft,"8871 Regal Ave, Anaheim, CA 92804",Anaheim, CA 92804
1382,799900,USD,Samuel Douglas Re Group Inc,New - 40 mins ago,3,2.0,1874,sqft,"5087 Cumberland Dr, Cypress, CA 90630",Cypress, CA 90630
1383,800000,USD,Up Realty Inc.,New - 6 hours ago,5,4.0,2729,sqft,"1830 Kennedy Dr, Placentia, CA 92870",Placentia, CA 92870
1384,1150000,USD,"CB Richard Ellis, Inc.",New - 13 hours ago,8,8.0,3470,sqft,"1768 W Glen Ave, Anaheim, CA 92801",Anaheim, CA 92801
1385,739500,USD,Coldwell Banker Realty - Newport Beach,New - 40 mins ago,2,2.5,1585,sqft,"12 Anchorage Way, Newport Beach, CA 92663",Newport Beach, CA 92663
1386,989000,USD,Coldwell Banker Realty - Dana Point / San Clemente / San Juan Capistrano,New - 16 hours ago,4,3.0,2764,sqft,"1506 Avenida De Nogales, San Clemente, CA 92672",San Clemente, CA 92672
1387,749999,USD,"Coast Funding Group, Inc.",New - 15 hours ago,5,2.0,1928,sqft,"11771 Rexford Rd, Garden Grove, CA 92840",Garden Grove, CA 92840
1388,299999,USD,Surterre Properties | Monarch Beach,New - 54 mins ago,2,2.0,1040,sqft,"766 Calle Aragon Unit H, Laguna Woods, CA 92637",Laguna Woods, CA 92637
1389,1200000,USD,Seven Gables Real Estate,New - 6 hours ago,4,4.0,2764,sqft,"11660 Allen, Tustin, CA 92782",Tustin, CA 92782
1390,770000,USD,Home Smart Realty Group,New - 13 hours ago,3,2.0,1532,sqft,"13631 Charloma Dr, Tustin, CA 92780",Tustin, CA 92780
1391,650000,USD,Century 21 Masters,New - 17 hours ago,3,2.0,1507,sqft,"60 Arboles, Irvine, CA 92612",Irvine, CA 92612
1392,1350000,USD,Re/Max College Park Realty,New - 13 hours ago,5,4.5,3351,sqft,"20370 Via Las Villas, Yorba Linda, CA 92887",Yorba Linda, CA 92887
1393,1050000,USD,Ana Real Estate,New - 17 hours ago,4,3.0,2814,sqft,"3331 E Stearns Dr, Orange, CA 92869",Orange, CA 92869
1394,515000,USD,Seven Gables Real Estate,New - 17 hours ago,2,1.5,1583,sqft,"729 N Poinsettia St, Santa Ana, CA 92701",Santa Ana, CA 92701
1395,495000,USD,First Team Real Estate,New - 40 mins ago,3,2.5,1179,sqft,"20028 Clear River Ln Unit 35, Yorba Linda, CA 92886",Yorba Linda, CA 92886
1396,599999,USD,Strategic Sales &amp; Mkt. Grp.Inc,New - 6 hours ago,2,2.5,1076,sqft,"307 Placemark, Irvine, CA 92614",Irvine, CA 92614
1397,965000,USD,Unisource Capital Management,New - 17 hours ago,4,3.5,2347,sqft,"49 Waterman, Irvine, CA 92602",Irvine, CA 92602
1398,700000,USD,Redfin,New - 17 hours ago,3,2.5,1523,sqft,"210 Santa Rosa Ct, Laguna Beach, CA 92651",Laguna Beach, CA 92651
1399,1400000,USD,Keller Williams Occ Realty,New - 17 hours ago,3,2.5,1723,sqft,"25826 Dana Blf W Unit 30, Dana Point, CA 92624",Dana Point, CA 92624
1400,739000,USD,Pacific Sotheby's International Realty,New - 15 hours ago,3,2.0,1144,sqft,"14 Springflower Unit 46, Irvine, CA 92614",Irvine, CA 92614
1401,395000,USD,COMPASS,New - 34 mins ago,1,1.0,650,sqft,"33852 Del Obispo St Unit 74, Dana Point, CA 92629",Dana Point, CA 92629
1402,3795000,USD,Coldwell Banker Realty - Newport Beach,New - 34 mins ago,4,3.5,2978,sqft,"4501 Wayne Rd, Corona Del Mar, CA 92625",Corona Del Mar, CA 92625
1403,929900,USD,Strategic Sales &amp; Mkt. Grp.Inc,New - 17 hours ago,4,3.5,1860,sqft,"157 Schick, Irvine, CA 92614",Irvine, CA 92614
1404,565000,USD,"Homesmart, Evergreen Realty",New - 20 hours ago,3,1.0,1045,sqft,"7630 Western Ave, Buena Park, CA 90620",Buena Park, CA 90620
1405,635000,USD,Era Donahoe Realty,New - 23 hours ago,2,2.0,1409,sqft,"3264 Paseo Gallita, San Clemente, CA 92672",San Clemente, CA 92672
1406,545000,USD,Manna Realty,New - 20 hours ago,3,2.5,1321,sqft,"5828 Playa Way, Cypress, CA 90630",Cypress, CA 90630
1407,400000,USD,Coldwell Banker Diamond,New - 20 hours ago,3,1.5,1068,sqft,"5488 E Willow Woods /C Ln Unit 99, Anaheim, CA 92807",Anaheim, CA 92807
1408,629000,USD,Realty ONE Group West,New - 20 hours ago,4,2.0,1371,sqft,"310 Pacific Ave, La Habra, CA 90631",La Habra, CA 90631
1409,530000,USD,COMPASS,New - 20 hours ago,2,2.0,1091,sqft,"8855 Sutter Cir Unit 516B, Huntington Beach, CA 92646",Huntington Beach, CA 92646
1410,495000,USD,Robert Schaefer,New - 20 hours ago,2,2.0,1302,sqft,"27858 Emerald Unit 46, Mission Viejo, CA 92691",Mission Viejo, CA 92691
1411,449000,USD,Huntington Beach Realty Inc,New - 18 hours ago,2,1.0,1148,sqft,"1028 N Rosemont St, Anaheim, CA 92805",Anaheim, CA 92805
1412,529000,USD,International Home Realty,New - 19 hours ago,2,2.5,1360,sqft,"44 Partridge Ln, Aliso Viejo, CA 92656",Aliso Viejo, CA 92656
1413,478000,USD,IMax Premier Real Estate,New - 20 hours ago,2,2.0,875,sqft,"147 N Mine Canyon Rd Unit A, Orange, CA 92869",Orange, CA 92869
1414,719900,USD,First Team Real Estate,New - 20 hours ago,3,2.0,1646,sqft,"31985 Via Flores Unit 54, San Juan Capistrano, CA 92675",San Juan Capistrano, CA 92675
1415,1150000,USD,Major League Properties,New - 19 hours ago,5,4.0,2800,sqft,"19561 Shadow Hill Dr, Yorba Linda, CA 92886",Yorba Linda, CA 92886
1416,439999,USD,Redfin,New - 19 hours ago,2,2.0,933,sqft,"20991 Calistoga Unit 58, Lake Forest, CA 92630",Lake Forest, CA 92630
1417,599000,USD,Pacific Western Realty &amp; Inv.,New - 18 hours ago,2,2.0,1260,sqft,"8745 Placer Cir Unit 611C, Huntington Beach, CA 92646",Huntington Beach, CA 92646
1418,649900,USD,Listwell Realty,New - 20 hours ago,4,3.5,2233,sqft,"10 Ibiza, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita, CA 92688
1419,595900,USD,Coldwell Banker Realty - Mission Viejo,New - 20 hours ago,2,2.5,1304,sqft,"5 Chandon, Laguna Niguel, CA 92677",Laguna Niguel, CA 92677
1420,724900,USD,Regency Real Estate Brokers,New - 18 hours ago,4,2.5,1909,sqft,"2235 E Belmont Pl, Anaheim, CA 92806",Anaheim, CA 92806
1421,724900,USD,Keller Williams Rcho,New - 20 hours ago,3,2.0,1384,sqft,"525 E Dunton Ave, Orange, CA 92865",Orange, CA 92865
1422,899000,USD,First Team Real Estate,New - 20 hours ago,4,2.0,1923,sqft,"3030 E Ruth Pl, Orange, CA 92869",Orange, CA 92869
1423,469000,USD,Advance Estate Realty,New - 18 hours ago,3,2.5,1365,sqft,"2626 W Ball Rd Apt K2, Anaheim, CA 92804",Anaheim, CA 92804
1424,1125000,USD,Listwell Realty,New - 20 hours ago,3,2.5,1906,sqft,"33752 Diana Dr, Dana Point, CA 92629",Dana Point, CA 92629
1425,699000,USD,Keller Williams Occ Realty,New - 20 hours ago,4,2.5,1860,sqft,"12 Tortuga Cay, Aliso Viejo, CA 92656",Aliso Viejo, CA 92656
1426,829000,USD,First Team Real Estate,New,4,2.0,1875,sqft,"19471 Worchester Ln, Huntington Beach, CA 92646",Huntington Beach, CA 92646
1427,645000,USD,RE/MAX FINE HOMES | Newport Beach,New - 17 hours ago,3,2.5,1631,sqft,"118 Playa Cir Unit V, Aliso Viejo, CA 92656",Aliso Viejo, CA 92656
1428,949000,USD,"Residential Agent, Inc.",New - 20 hours ago,4,2.5,2133,sqft,"27612 Soncillo, Mission Viejo, CA 92691",Mission Viejo, CA 92691
1429,315000,USD,Allison James Estates &amp; Homes,New,2,1.0,845,sqft,"212 S Kraemer Blvd Unit 403, Placentia, CA 92870",Placentia, CA 92870
1430,750000,USD,Wethergage Management Inc,New,3,2.5,2397,sqft,"22091 Shadyvale Ln, Lake Forest, CA 92630",Lake Forest, CA 92630
1431,1010000,USD,COMPASS,New - 19 hours ago,5,3.0,2926,sqft,"6901 E Pinnacle Pointe, Orange, CA 92869",Orange, CA 92869
1432,929900,USD,RE/MAX Tiffany Real Estate,New - 23 hours ago,4,3.0,2358,sqft,"6409 Dominica Ave, Cypress, CA 90630",Cypress, CA 90630
1433,885000,USD,Coldwell Banker Realty - Huntington Beach,New - 18 hours ago,3,2.0,1600,sqft,"285 Princeton Dr, Costa Mesa, CA 92626",Costa Mesa, CA 92626
1434,949900,USD,Berkshire Hathaway HomeServices,New - 23 hours ago,3,2.5,2146,sqft,"6 Alza St, Rancho Mission Viejo, CA 92694",Rancho Mission Viejo, CA 92694
1435,819999,USD,"IMPACT Properties, Inc",New,5,2.5,2033,sqft,"15281 Cascade Ln, Huntington Beach, CA 92647",Huntington Beach, CA 92647
1436,1370000,USD,Active Realty,New - 20 hours ago,4,2.5,2410,sqft,"2773 Albatross Dr, Costa Mesa, CA 92626",Costa Mesa, CA 92626
1437,2775000,USD,Surterre Properties,New - 20 hours ago,3,3.5,2100,sqft,"412 Goldenrod Ave, Corona Del Mar, CA 92625",Corona Del Mar, CA 92625
1438,668880,USD,KB Home,New - 20 hours ago,3,3.5,1933,sqft,"350 S Quadrilateral Way, Anaheim, CA 92802",Anaheim, CA 92802
1439,1049000,USD,Pacific Sotheby's International Realty,New - 20 hours ago,3,2.0,1298,sqft,"1412 Buena Vista Apt 6, San Clemente, CA 92672",San Clemente, CA 92672
1440,665880,USD,KB Home,New - 20 hours ago,3,2.5,1964,sqft,"1696 W Rhombus Ln, Anaheim, CA 92802",Anaheim, CA 92802
1441,1450000,USD,"Doron Refael, Broker",New - 20 hours ago,4,3.0,3108,sqft,"17211 Sims Ln, Huntington Beach, CA 92649",Huntington Beach, CA 92649
1442,2900000,USD,Cal Gold Realty,New - 18 hours ago,4,4.5,4008,sqft,"5711 Ocean Terrace Dr, Huntington Beach, CA 92648",Huntington Beach, CA 92648
1443,1495000,USD,Coldwell Banker Realty - Mission Viejo,New - 23 hours ago,4,3.0,2458,sqft,"505 Ventaja, Newport Beach, CA 92660",Newport Beach, CA 92660
1444,2299000,USD,Berkshire Hathaway HomeServices CA Properties,New - 20 hours ago,6,6.5,5752,sqft,"4391 Dartmouth Dr, Yorba Linda, CA 92886",Yorba Linda, CA 92886
1445,2190000,USD,COMPASS,New - 19 hours ago,2,2.0,1154,sqft,"31561 Table Rock Dr Unit 201, Laguna Beach, CA 92651",Laguna Beach, CA 92651
1446,1245000,USD,Prestige Investment,New - 18 hours ago,4,4.5,3153,sqft,"65 Zion Dr, Lake Forest, CA 92630",Lake Forest, CA 92630
1447,1190000,USD,"Zutila, Inc.",New,6,3.0,2700,sqft,"4382 Howard Ave, Los Alamitos, CA 90720",Los Alamitos, CA 90720
1448,2298000,USD,Re/Max Advanced Realty,New - 17 hours ago,5,4.5,4189,sqft,"104 Indian Summer, Irvine, CA 92602",Irvine, CA 92602
1449,3195000,USD,ABRAMS COASTAL PROPERTIES,New - 19 hours ago,3,2.5,2386,sqft,"319 Apolena Ave, Newport Beach, CA 92662",Newport Beach, CA 92662
1450,1675000,USD,24 HOUR REAL ESTATE,New - 20 hours ago,4,2.5,2953,sqft,"122 21st St, Huntington Beach, CA 92648",Huntington Beach, CA 92648
1451,1098800,USD,Real Estate Ebroker Inc,New - 19 hours ago,3,2.5,1570,sqft,"60 Clouds Vw, Irvine, CA 92603",Irvine, CA 92603
1452,985000,USD,Pacific Sotheby's International Realty,New - 23 hours ago,2,2.0,1181,sqft,"200 Pacific Coast Hwy Unit 320, Huntington Beach, CA 92648",Huntington Beach, CA 92648
1453,812990,USD,"In Town Living, Inc.",New - 20 hours ago,3,2.5,1971,sqft,"10592 Acorn Pl, Los Alamitos, CA 90720",Los Alamitos, CA 90720
1454,735766,USD,California Pacific Homes,New - 19 hours ago,3,2.5,1445,sqft,"191 Elkhorn, Irvine, CA 92618",Irvine, CA 92618
1455,577340,USD,Tnhc Realty And Construction,New,2,2.5,1223,sqft,"168 Alienta Ln Unit 32, Rancho Mission Viejo, CA 92694",Rancho Mission Viejo, CA 92694
1456,959215,USD,California Pacific Homes,New - 19 hours ago,4,3.5,1940,sqft,"131 Soaring Eagle, Irvine, CA 92618",Irvine, CA 92618
1457,180000,USD,Build Real Estate Group,New,2,2.0,1009,sqft,"2219 Via Mariposa E Unit A, Laguna Woods, CA 92637",Laguna Woods, CA 92637
1458,179900,USD,First Team Real Estate,New,3,2.5,1617,sqft,"2620 N Tustin Ave Unit F, Santa Ana, CA 92705",Santa Ana, CA 92705
1459,179900,USD,RE/MAX College Park Realty,New,4,2.0,1552,sqft,"8681 Katella Ave Spc 816, Stanton, CA 90680",Stanton, CA 90680
1460,519900,USD,First Team Real Estate,New,2,2.5,1242,sqft,"26366 W Grove Cir Unit 62, Lake Forest, CA 92630",Lake Forest, CA 92630
1461,475000,USD,First Team Real Estate,New,2,2.0,1320,sqft,"12688 Chapman Ave Unit 3402, Garden Grove, CA 92840",Garden Grove, CA 92840
1462,449000,USD,First Team Real Estate,New,2,2.0,1020,sqft,"167 Avenida Majorca Unit H, Laguna Woods, CA 92637",Laguna Woods, CA 92637
1463,469900,USD,Keller Williams Realty - Huntington Beach,New,3,3.0,1665,sqft,"8510 Lake Knoll Ave Unit B, Garden Grove, CA 92844",Garden Grove, CA 92844
1464,575000,USD,First Team Real Estate,New,3,1.5,1161,sqft,"1848 W West Ave, Fullerton, CA 92833",Fullerton, CA 92833
1465,484999,USD,Berkshire Hathaway HomeServices California Properties -,New,2,1.0,815,sqft,"3330 W Brady Ave, Anaheim, CA 92804",Anaheim, CA 92804
1466,445000,USD,Gatehouse Properties,New,2,1.5,960,sqft,"19863 Cambridge Ln, Huntington Beach, CA 92646",Huntington Beach, CA 92646
